DB 0 MOTIF	POL005.1	DPE
 179.5	0	2.2
 180.5	0	13
 181.5	0	8
 182.5	0	5
 183.5	0	5
 184.5	0	7
 185.5	0	7
 186.5	0	11.3333
 187.5	0	2
 188.5	0	12
 189.5	0	6
 190.5	0	9
 191.5	0	9.5
 192.5	0	5
 193.5	0	9
 194.5	0	12
 195.5	1	7.1
 196.5	0	5
 197.5	0	4
 198.5	1	5
 199.5	0	7.2
 200.5	0	7
 201.5	0	3
 202.5	0	7
 203.5	0	5
 204.5	0	8.5
 205.5	0	5
 206.5	0	5.5
 207.5	0	5.33333
 208.5	0	1
 209.5	0	9
 210.5	0	6
 211.5	0	9
 212.5	0	11
 213.5	1	6
 214.5	0	9
 215.5	0	8
 216.5	0	5.6
 217.5	0	4
 218.5	1	6
 219.5	0	5.2
 220.5	0	8
 221.5	1	7
 222.5	0	4
 223.5	1	5.5
 224.5	0	7
 225.5	1	9
 226.5	0	3.5
 227.5	0	9
 228.5	0	7
 229.5	0	6
 230.5	0	8
 231.5	0	5
 232.5	1	10
 233.5	0	4
 234.5	0	6
 235.5	0	5
 236.5	0	4
 237.5	0	2.1
 238.5	0	9
 239.5	0	3.2
 240.5	0	8
 241.5	1	10
 242.5	0	4.5
 243.5	0	7
 244.5	0	3
 245.5	0	14
 246.5	0	7
 247.5	0	3
 248.5	0	9
 249.5	0	8
 250.5	0	6
 251.5	0	8
 252.5	0	14
 253.5	1	9
 254.5	0	8
 255.5	0	11
 256.5	1	5
 257.5	2	7
 258.5	0	7.1
 259.5	0	5
 260.5	0	5
 261.5	0	9
 262.5	0	8
 263.5	1	7
 264.5	1	6
 265.5	0	9
 266.5	0	12
 267.5	0	7.5
 268.5	0.333333	7.5
 269.5	0	8.83333
 270.5	0	8
 271.5	0	5.5
 272.5	0	5
 273.5	1	11
 274.5	0	10
 275.5	0	6
 276.5	0	7
 277.5	1	9.5
 278.5	0	7
 279.5	1	6.1
 280.5	0	12
 281.5	0	11
 282.5	0	11
 283.5	1	9
 284.5	0	5
 285.5	1	11
 286.5	0	10
 287.5	0	9
 288.5	0	10
 289.5	1	10
 290.5	0	6
 291.5	0	4
 292.5	0	8.33333
 293.5	1	9
 294.5	0	17.5
 295.5	0	6.5
 296.5	0	11
 297.5	0	7
 298.5	0	14
 299.5	1	8.5
 300.5	0	12.1
 301.5	0	9
 302.5	1	9.5
 303.5	0	10
 304.5	2	16
 305.5	0	11
 306.5	0	13
 307.5	0	12
 308.5	1	8
 309.5	1.5	11
 310.5	0	14
 311.5	0	9.5
 312.5	1.5	12
 313.5	2	11
 314.5	0	7.5
 315.5	0	15.3333
 316.5	0	15
 317.5	0	11.5
 318.5	0	10.5
 319.5	0	10.25
 320.5	0	13
 321.5	0	16
 322.5	0	17
 323.5	0	8.5
 324.5	1	10
 325.5	0	11
 326.5	0	15
 327.5	0	11
 328.5	0	9.5
 329.5	0	13
 330.5	0	10
 331.5	0	7
 332.5	0	10
 333.5	2	10
 334.5	0	11.5
 335.5	0	13.8333
 336.5	1	10.5
 337.5	2	10
 338.5	0	14
 339.5	1	8
 340.5	1	10
 341.5	0	12.5
 342.5	1	20
 343.5	0	12.5
 344.5	0	17
 345.5	0	24
 346.5	0	15.25
 347.5	1	14
 348.5	0	18.5
 349.5	0	16.5
 350.5	0	19
 351.5	0	14
 352.5	0	14
 353.5	2	15
 354.5	1	11
 355.5	1	24.5
 356.5	0	18.8333
 357.5	0	19.5
 358.5	1	8
 359.5	0	16.8333
 360.5	1	14
 361.5	2	15
 362.5	1	15.5
 363.5	1	12
 364.5	0	19.5
 365.5	2	6
 366.5	0	25
 367.5	1	16
 368.5	2	14
 369.5	2	13
 370.5	0	12
 371.5	0.333333	16.5
 372.5	0	21
 373.5	0	15.75
 374.5	0	20
 375.5	1	24
 376.5	0	22
 377.5	0	22.5
 378.5	0	19
 379.5	0	21
 380.5	1	22.5
 381.5	1	17
 382.5	0	21
 383.5	1	27
 384.5	1	25.5
 385.5	1	23
 386.5	2	20
 387.5	1	21
 388.5	0	22
 389.5	1	24
 390.5	0.5	23
 391.5	0	26
 392.5	1	16
 393.5	0	27
 394.5	1	21
 395.5	3	19.5
 396.5	1	22.5
 397.5	1	25
 398.5	2	18.5
 399.5	0	35
 400.5	0	30.25
 401.5	1	23
 402.5	1.5	23
 403.5	0	30.5
 404.5	2	46
 405.5	2	35.5
 406.5	0	42
 407.5	1	44.5
 408.5	1	45
 409.5	0	13.5
 410.5	1	20
 411.5	0	17
 412.5	0	14
 413.5	0	9
 414.5	0	13
 415.5	0	13
 416.5	1	13
 417.5	0	26
 418.5	0	22
 419.5	0	19
 420.5	0	16.3333
 421.5	0	15
 422.5	0	15
 423.5	0	21.5
 424.5	0	18
 425.5	0	15
 426.5	0	13
 427.5	0	19
 428.5	2	20.5
 429.5	0	39.5
 430.5	0	28.5
 431.5	0	27.5
 432.5	0	24
 433.5	1	14
 434.5	0	13
 435.5	0	16
 436.5	0	23
 437.5	0	18
 438.5	0	12
 439.5	0	20
 440.5	0	15
 441.5	1	24.5
 442.5	0	18
 443.5	0	27.5
 444.5	0	23
 445.5	0	10
 446.5	0	20
 447.5	0	9.5
 448.5	0	7
 449.5	0	35.5
 450.5	0	4
 451.5	0	5
 452.5	0	3
 453.5	0	4
 454.5	0	6
 455.5	0	14
 456.5	0	7
 457.5	0	3
 458.5	0	9
 459.5	1	12.5
 460.5	0	10
 461.5	0	5
 462.5	1	12
 463.5	0	9
 464.5	0	7
 465.5	0	8
 466.5	0	5
 467.5	0	2
 468.5	0	3
 469.5	0	5
 470.5	0	1
 471.5	0	3
 472.5	0	0
 473.5	0	4
 474.5	0	4
 475.5	0	4
 476.5	0	3
 477.5	0	3
 478.5	0	5
 479.5	0	8
 480.5	0	3
 481.5	0	4
 482.5	0	5
 483.5	0	0
 484.5	0	3
 485.5	0	2
 486.5	1	6
 487.5	0	3
 488.5	0	7
 489.5	0	1
 490.5	0	6
 491.5	0	3
 492.5	0	5
 493.5	0	7
 494.5	0	4
 495.5	0	3
 496.5	0	4
 497.5	0	4
 498.5	0	0
 499.5	0	4
 500.5	0	8
 501.5	0	5
 502.5	0	5
 503.5	0	2
 504.5	0	5
 505.5	0	0
 506.5	0	3
 507.5	0	5
 508.5	0	4
 509.5	0	3
 510.5	0	2
 511.5	1	4
 512.5	0	6
 513.5	0	3
 514.5	1	1
 515.5	0	2
 516.5	0	5
 517.5	0	2
 518.5	0	4
 519.5	0	6
 520.5	0	3
 521.5	0	6
 522.5	0	3
 523.5	0	2
 524.5	0	5
 525.5	0	4
 526.5	0	1
 527.5	0	4
 528.5	0	3
 529.5	0	3
 530.5	0	2
 531.5	0	7
 532.5	0	4
 533.5	1	2
 534.5	0	6
 535.5	0	5
 536.5	0	6
 537.5	0	7
 538.5	0	5
 539.5	0	2
 540.5	0	8
 541.5	0	4
 542.5	0	6
DB 0 MOTIF	POL004.1	CCAAT-box
-543.5	0	8
-542.5	0	12
-541.5	0	12
-540.5	0	8
-539.5	0	7
-538.5	1	5
-537.5	0	9
-536.5	1	5.5
-535.5	0	8
-534.5	1	3
-533.5	1	6
-532.5	0	11
-531.5	0	6
-530.5	0	13
-529.5	0	7
-528.5	1	9
-527.5	0	9
-526.5	0	6
-525.5	0	9
-524.5	0	6
-523.5	0	10
-522.5	0	7
-521.5	0	9
-520.5	0	5
-519.5	0	6
-518.5	0	3
-517.5	0	10
-516.5	0	4
-515.5	0	5
-514.5	0	8
-513.5	0	6
-512.5	0	8
-511.5	0	4
-510.5	0	9.5
-509.5	0	8
-508.5	0	7
-507.5	0	8
-506.5	0	7
-505.5	0	3
-504.5	1	10
-503.5	0	9
-502.5	0	7
-501.5	0	6
-500.5	0	9
-499.5	0	8
-498.5	0	3
-497.5	0	5
-496.5	0	8
-495.5	1	5
-494.5	0	7
-493.5	2	12
-492.5	0	4
-491.5	0	6
-490.5	0	7
-489.5	0	9.5
-488.5	0	4
-487.5	0	12
-486.5	1	6
-485.5	0	10
-484.5	0	7
-483.5	0	4
-482.5	0	8
-481.5	0	9
-480.5	0	11
-479.5	0	7
-478.5	0	7
-477.5	0	7
-476.5	0	11.5
-475.5	0	6
-474.5	0	6
-473.5	1	4
-472.5	1	5.5
-471.5	1	12
-470.5	0	12
-469.5	0	8.5
-468.5	0	8
-467.5	0	7
-466.5	0	5
-465.5	1	7
-464.5	0	10
-463.5	0	10
-462.5	0	8
-461.5	0	7
-460.5	0	14
-459.5	0	3
-458.5	0	3
-457.5	0	10
-456.5	0	9
-455.5	0	13
-454.5	0	4.33333
-453.5	0	7
-452.5	0	7
-451.5	0	4
-450.5	0	13
-449.5	0	10
-448.5	0	11
-447.5	0	8.5
-446.5	0	9.5
-445.5	0	6
-444.5	1	3
-443.5	0	9
-442.5	1	3
-441.5	0	4
-440.5	0	11
-439.5	0	10.3333
-438.5	0	7
-437.5	1	7
-436.5	1	5
-435.5	0	5.5
-434.5	0	8
-433.5	0	7
-432.5	1	3
-431.5	0	8.5
-430.5	0	9
-429.5	0	6
-428.5	0	6
-427.5	0	10
-426.5	2	5
-425.5	1	11
-424.5	0	10
-423.5	0	10
-422.5	0	6
-421.5	1	6
-420.5	0	6
-419.5	0	4
-418.5	0	5
-417.5	0	9
-416.5	0	8.5
-415.5	1	8
-414.5	1	4
-413.5	0	8
-412.5	0	8
-411.5	0	11
-410.5	0	8
-409.5	0	12
-408.5	0	12
-407.5	0	5
-406.5	1	10
-405.5	0	8
-404.5	0	3
-403.5	0	9
-402.5	1	5
-401.5	0	6
-400.5	0	5
-399.5	0	9
-398.5	0	8
-397.5	1	8
-396.5	0	3
-395.5	0	4
-394.5	0	5
-393.5	0	8
-392.5	2	12
-391.5	0	7
-390.5	0	4
-389.5	0	6
-388.5	0	10.5
-387.5	0	8
-386.5	0	6
-385.5	0	3
-384.5	0	7
-383.5	1	10
-382.5	0	8
-381.5	1	11.5
-380.5	1	6
-379.5	0	8
-378.5	0	10
-377.5	0	6
-376.5	0	6
-375.5	0	4
-374.5	0	8
-373.5	0	4
-372.5	0	8
-371.5	1	4.5
-370.5	0	2
-369.5	0	8
-368.5	0	14
-367.5	0	7
-366.5	0	6
-365.5	0	8
-364.5	0	8
-363.5	1	7
-362.5	0	5
-361.5	0	6
-360.5	0	7
-359.5	0	7
-358.5	0	7
-357.5	0	6
-356.5	0	7
-355.5	0	4
-354.5	0	3
-353.5	1	6
-352.5	0	7
-351.5	1	5.5
-350.5	0	6
-349.5	0	8
-348.5	1	6
-347.5	0	6
-346.5	1	7
-345.5	0	12
-344.5	0	4
-343.5	0	6
-342.5	0	12
-341.5	0	8
-340.5	0	2
-339.5	0	9
-338.5	0	12
-337.5	0	6
-336.5	0	7
-335.5	0	9
-334.5	0	9
-333.5	0	3
-332.5	0	3
-331.5	0	2
-330.5	0	5.5
-329.5	0	5
-328.5	0	6.5
-327.5	0	5
-326.5	1	5
-325.5	0	6
-324.5	0	7
-323.5	0	10
-322.5	0	10
-321.5	0	6
-320.5	1	4
-319.5	0	6
-318.5	0	6
-317.5	0	1
-316.5	0	8
-315.5	0	4
-314.5	0	8
-313.5	0	4
-312.5	0	8
-311.5	0	15
-310.5	0	7
-309.5	0	5
-308.5	1	7
-307.5	1	9
-306.5	0	5
-305.5	0	6
-304.5	0	6.5
-303.5	0	8
-302.5	1	4
-301.5	1	8
-300.5	0	3
-299.5	0	7
-298.5	0	3
-297.5	0	7
-296.5	1	7
-295.5	1	6
-294.5	0	6
-293.5	0	9.5
-292.5	0	6
-291.5	0	6
-290.5	0	4
-289.5	1	14
-288.5	0	6
-287.5	0	4
-286.5	0	8
-285.5	0	5
-284.5	0	5
-283.5	1	11
-282.5	0	5
-281.5	0	4
-280.5	0	12
-279.5	1	6
-278.5	0	7
-277.5	0	5
-276.5	0	7
-275.5	0	7
-274.5	0	8
-273.5	0	9
-272.5	0	5
-271.5	0	8
-270.5	0	3
-269.5	0	4
-268.5	0	11
-267.5	0	9
-266.5	1	9
-265.5	1	4
-264.5	1	5
-263.5	0	9
-262.5	0	8.5
-261.5	0	4
-260.5	1	5
-259.5	0	6
-258.5	1	5
-257.5	0	7
-256.5	0	8
-255.5	0	5
-254.5	0	5
-253.5	0	13
-252.5	0	5
-251.5	0	7
-250.5	0	7
-249.5	0	6
-248.5	0	10.5
-247.5	0	6
-246.5	0	9.5
-245.5	0	4
-244.5	0	3
-243.5	0	6
-242.5	0	7
-241.5	0	6
-240.5	1	9
-239.5	0	5
-238.5	0	4
-237.5	1	7
-236.5	0	9
-235.5	0	6
-234.5	1	8
-233.5	0	9
-232.5	0	6
-231.5	0	4
-230.5	0	6
-229.5	0	8
-228.5	1	8
-227.5	0	5.5
-226.5	0	5
-225.5	0	9.5
-224.5	0	4
-223.5	0	11
-222.5	0	5
-221.5	0	6
-220.5	0	5
-219.5	0	8
-218.5	0	6.5
-217.5	0	3
-216.5	0	7
-215.5	0	9
-214.5	0	3.5
-213.5	0	7
-212.5	0	3
-211.5	0	6
-210.5	0	7.5
-209.5	0	8
-208.5	0	5.5
-207.5	0	11
-206.5	0	9
-205.5	0	5
-204.5	0	7.5
-203.5	0	9
-202.5	0	5.5
-201.5	0	9
-200.5	0	6
-199.5	0	7
-198.5	0	9
-197.5	0	6
-196.5	0	5
-195.5	1	8
-194.5	0	7
-193.5	0	7
-192.5	0	8
-191.5	0	8
-190.5	0	6
-189.5	0	6
-188.5	0	5
-187.5	1	7
-186.5	0	10.5
-185.5	0	4
-184.5	0	2
-183.5	1	14
-182.5	0	6
-181.5	0	4
-180.5	0	8
-179.5	0	6
-178.5	0	9
-177.5	0	3
-176.5	0	8
-175.5	0	7
-174.5	1	10
-173.5	0	7
-172.5	0	4.5
-171.5	1	7
-170.5	0	3.5
-169.5	1	2.5
-168.5	0	7
-167.5	0	8
-166.5	0	8
-165.5	0	13
-164.5	0	9
-163.5	0	3
-162.5	0	10.5
-161.5	1	2
-160.5	0	9.5
-159.5	1	5
-158.5	0	5
-157.5	0	8
-156.5	1	3
-155.5	0	9
-154.5	0	9
-153.5	0	8
-152.5	0	4.5
-151.5	0	8
-150.5	0	7
-149.5	0	10
-148.5	0	4
-147.5	0	10
-146.5	0	14
-145.5	0	5
-144.5	0	4
-143.5	0	11.5
-142.5	0	7
-141.5	0	2.5
-140.5	1	10
-139.5	0	7
-138.5	0	4
-137.5	0	8
-136.5	0	4
-135.5	0	4
-134.5	0	8
-133.5	0	3
-132.5	0	7
-131.5	0	6
-130.5	0	7
-129.5	0	7.5
-128.5	1	8
-127.5	0	8.33333
-126.5	0	6
-125.5	0	4
-124.5	0	9
-123.5	0	3
-122.5	0	5
-121.5	0	5
-120.5	0	4
-119.5	0	11
-118.5	0	6
-117.5	0	5
-116.5	0	4
-115.5	0	5
-114.5	0	9
-113.5	0	10.5
-112.5	0	9
-111.5	0	5
-110.5	0	5
-109.5	0	7
-108.5	0	5
-107.5	0	7
-106.5	0	3
-105.5	0	7
-104.5	1	4
-103.5	0	11.5
-102.5	1	4
-101.5	1	5
-100.5	0	10
 -99.5	0	6
 -98.5	0	6
 -97.5	0	8
 -96.5	0	4
 -95.5	0	5
 -94.5	0	6
 -93.5	0	8
 -92.5	0	2
 -91.5	0	5
 -90.5	0	8
 -89.5	0	7
 -88.5	0	7
 -87.5	0	7
 -86.5	0	3
 -85.5	0	8
 -84.5	0	5
 -83.5	0	8
 -82.5	0	8
 -81.5	0	10
 -80.5	1	8.5
 -79.5	0	8
 -78.5	0	5.5
 -77.5	0	5.5
 -76.5	0	16
 -75.5	0	2
 -74.5	0	3
 -73.5	0	11.5
 -72.5	0	8
 -71.5	0	3.25
 -70.5	0	3
 -69.5	0	8
 -68.5	0	6
 -67.5	0	8
 -66.5	0	5
 -65.5	1	8
 -64.5	0	9
 -63.5	0	11.5
 -62.5	0	2.5
 -61.5	0	6
 -60.5	0	3
 -59.5	0	2
 -58.5	0	7
 -57.5	0	6
 -56.5	0	9
 -55.5	0	6
 -54.5	0	3
 -53.5	0	8.5
 -52.5	0	6
 -51.5	0	6.5
 -50.5	0	8
 -49.5	0	8
 -48.5	0	5.5
 -47.5	0	11
 -46.5	0	4
 -45.5	0	7
 -44.5	0	5
 -43.5	0	4
 -42.5	1	5
 -41.5	0	6
 -40.5	0	5
 -39.5	0	8
 -38.5	0	6
 -37.5	0	10
 -36.5	0	7
 -35.5	0	5
 -34.5	0	6
 -33.5	0	7.5
 -32.5	0	4
 -31.5	0	4
 -30.5	0	5
 -29.5	0	4
 -28.5	1	5
 -27.5	0	5
 -26.5	0	5
 -25.5	0	7.5
 -24.5	0	7
 -23.5	0	5
 -22.5	1	7
 -21.5	0	5
 -20.5	0	8
 -19.5	1	6
 -18.5	0	6
 -17.5	1	3
 -16.5	0	4
 -15.5	0	11
 -14.5	0	7
 -13.5	1	4
 -12.5	1	4
 -11.5	0	6
 -10.5	0	4
  -9.5	0	5
  -8.5	0	5
  -7.5	0	4
  -6.5	0	4
  -5.5	0	6
  -4.5	0	7
  -3.5	0	3
  -2.5	0	7
  -1.5	0	7
  -0.5	0	8
   0.5	0	6
   1.5	0	7
   2.5	0	6
   3.5	1	6
   4.5	0	7
   5.5	0	8
   6.5	0	6
   7.5	0	6
   8.5	0	1
   9.5	1	5
  10.5	0	4
  11.5	1	4
  12.5	0	6
  13.5	0	8
  14.5	0	6
  15.5	0	3
  16.5	0	5.5
  17.5	0	6
  18.5	0	10
  19.5	0	6
  20.5	0	6
  21.5	0	8.5
  22.5	0	8
  23.5	0	2
  24.5	0	8
  25.5	0	8
  26.5	0	5
  27.5	0	8
  28.5	1	5
  29.5	0	7
  30.5	0	7
  31.5	0	5
  32.5	0	6
  33.5	0	8.25
  34.5	0	10
  35.5	0	8
  36.5	0	7
  37.5	0	4
  38.5	0	12
  39.5	0	8
  40.5	0	7
  41.5	0	7
  42.5	0	6
  43.5	0	5
  44.5	0	4
  45.5	0	10
  46.5	0	7
  47.5	0	5
  48.5	0	7
  49.5	0	10
  50.5	0	6
  51.5	0	8
  52.5	0	6
  53.5	0	4
  54.5	0	9
  55.5	0	6
  56.5	0	5
  57.5	0	5
  58.5	0	9
  59.5	0	4
  60.5	1	1
  61.5	0	6
  62.5	0	5
  63.5	0	4
  64.5	0	8
  65.5	0	5
  66.5	0	4
  67.5	0	9
  68.5	0	2
  69.5	0	7
  70.5	1	9
  71.5	0	4
  72.5	0	7
  73.5	0	3
  74.5	0	9
  75.5	0	3
  76.5	0	7
  77.5	0	2
  78.5	0	4
  79.5	0	1
  80.5	0	6
  81.5	0	4
  82.5	0	4
  83.5	0	5
  84.5	0	3
  85.5	0	4
  86.5	0	10
  87.5	0	2
  88.5	0	8
  89.5	0	7
  90.5	0	3
  91.5	0	1.5
  92.5	0	7
  93.5	0	5.5
  94.5	0	6
  95.5	0	4.5
  96.5	0	5
  97.5	0	4
  98.5	0	7
  99.5	0	6
 100.5	1	5
 101.5	0	13
 102.5	0	7
 103.5	0	7.5
 104.5	0	4
 105.5	0	4
 106.5	0	5
 107.5	0	3
 108.5	0	3
 109.5	0	7
 110.5	0	1
 111.5	0	7.5
 112.5	0	7
 113.5	0	5
 114.5	0	6
 115.5	0	8
 116.5	0	7
 117.5	0	4
 118.5	0	5
 119.5	0	3
 120.5	0	3
 121.5	1	4
 122.5	0	6
 123.5	0	10
 124.5	0	5
 125.5	0	3
 126.5	0	7
 127.5	0	5
 128.5	1	2
 129.5	0	8
 130.5	0	7
 131.5	0	4
 132.5	0	7
 133.5	0	2
 134.5	0	4
 135.5	0	8
 136.5	0	3
 137.5	0	5
 138.5	0	5.25
 139.5	0.166667	6
 140.5	0	3
 141.5	0	8
 142.5	0	4
 143.5	0	4
 144.5	1	2.5
 145.5	0	5
 146.5	0	5
 147.5	0	5
 148.5	0	8
 149.5	0	6
 150.5	0	4
 151.5	0	6
 152.5	0	5
 153.5	0	1
 154.5	0	4
 155.5	0	5
 156.5	0	4
 157.5	0	7
 158.5	0	4.5
 159.5	0	8
 160.5	0	5
 161.5	0	5
 162.5	0	7
 163.5	1	5
 164.5	0	7
 165.5	1	4
 166.5	0	6
 167.5	0	4
 168.5	0	6.5
 169.5	0	6
 170.5	0	10
 171.5	1	3
 172.5	0.166667	9
 173.5	0	5
 174.5	0	6
 175.5	0	6
 176.5	0	6
 177.5	2	3
 178.5	0	7
 179.5	0	4
 180.5	1	5
 181.5	0	3.5
 182.5	0	4
 183.5	0	3
 184.5	0	7
 185.5	0	3
 186.5	0	6
 187.5	0	11
 188.5	0	3
 189.5	0	6
 190.5	0	4
 191.5	1	6
 192.5	0	2
 193.5	0	7
 194.5	1	13
 195.5	0	5
 196.5	0	9
 197.5	0	4
 198.5	0	4.5
 199.5	0	7
 200.5	0	7
 201.5	1	10
 202.5	0	7
 203.5	0	8
 204.5	0	4
 205.5	0	6
 206.5	0	10
 207.5	0	4
 208.5	1	11
 209.5	0	4
 210.5	0	5
 211.5	0	7
 212.5	0.166667	2
 213.5	0	4
 214.5	0	8
 215.5	0	4
 216.5	0.166667	6
 217.5	0	12
 218.5	0	3
 219.5	0	5
 220.5	0.166667	6
 221.5	0	5
 222.5	0	7
 223.5	0	7
 224.5	0.166667	8
 225.5	0	6
 226.5	0	9
 227.5	0	3
 228.5	0	12
 229.5	0	9
 230.5	0	5
 231.5	0	2
 232.5	0	4
 233.5	0	9
 234.5	1	6
 235.5	0	4
 236.5	0	2.33333
 237.5	0	9
 238.5	0	4
 239.5	0	3
 240.5	0	10
 241.5	0	7
 242.5	0	5
 243.5	0	4.25
 244.5	1	2
 245.5	0	4
 246.5	0	8
 247.5	0	5
 248.5	0	8
 249.5	0	4
 250.5	0	4
 251.5	0	6
 252.5	0	9
 253.5	0	5
 254.5	0	5
 255.5	0	8
 256.5	0	6
 257.5	0	3
 258.5	0	7.5
 259.5	0	5
 260.5	0	7.5
 261.5	0	9
 262.5	0	6
 263.5	0	8
 264.5	0	6
 265.5	0	0
 266.5	0	7
 267.5	0	9.33333
 268.5	0	7
 269.5	0	4
 270.5	0	8
 271.5	0	4.5
 272.5	0	11
 273.5	0	5
 274.5	0	12
 275.5	0	4
 276.5	0	6.5
 277.5	1	4
 278.5	1	5
 279.5	0	3
 280.5	1	5
 281.5	0	4
 282.5	0	1
 283.5	0	9
 284.5	0	6
 285.5	0	4
 286.5	0	5
 287.5	1	5
 288.5	0	5
 289.5	0	7
 290.5	0	5
 291.5	0	9
 292.5	0	5
 293.5	0	9.5
 294.5	0	4
 295.5	1	3
 296.5	0	8
 297.5	0	7
 298.5	0	8.33333
 299.5	1	5
 300.5	0	6
 301.5	0	7.5
 302.5	1	9
 303.5	0	9
 304.5	0	7.5
 305.5	0	9
 306.5	0	4
 307.5	0	7
 308.5	0	5
 309.5	0	4
 310.5	0	6
 311.5	0	6
 312.5	0	5
 313.5	0	3
 314.5	1	8
 315.5	0	6
 316.5	0	4
 317.5	0	2
 318.5	0	14
 319.5	0	7
 320.5	0	7
 321.5	0	5
 322.5	0	12
 323.5	0	8
 324.5	0	5
 325.5	1	8
 326.5	0	2
 327.5	0	9
 328.5	2	6
 329.5	0	8
 330.5	0	5
 331.5	0	6
 332.5	0	7
 333.5	0	9
 334.5	0	16
 335.5	0	10
 336.5	0	11
 337.5	0	10
 338.5	0	11
 339.5	0	5
 340.5	0	11
 341.5	0	10
 342.5	0	16
 343.5	1	6
 344.5	0	12
 345.5	1	13
 346.5	0	9
 347.5	1	3
 348.5	0	10
 349.5	0	7
 350.5	0	7
 351.5	0	5
 352.5	1	5
 353.5	0	17
 354.5	0	16
 355.5	1	10
 356.5	0	11
 357.5	0	17
 358.5	1	13
 359.5	0	9
 360.5	0	6.5
 361.5	0	11.5
 362.5	1	8.5
 363.5	1	19
 364.5	0	12
 365.5	0	13
 366.5	2	19
 367.5	0	18
 368.5	1	4
 369.5	0	11.5
 370.5	2	8
 371.5	1	8
 372.5	0	12
 373.5	0	13
 374.5	0	18.5
 375.5	1	18
 376.5	0	19
 377.5	0	19
 378.5	0	11
 379.5	0	10
 380.5	0	8
 381.5	0	9
 382.5	1	13
 383.5	3	9
 384.5	1	17
 385.5	2	22
 386.5	0	29
 387.5	1	23.5
 388.5	0	17
 389.5	0	11
 390.5	0	8
 391.5	0	5
 392.5	0	12
 393.5	0	8
 394.5	1	11
 395.5	1	21
 396.5	0	20
 397.5	0	30
 398.5	1	20
 399.5	2	15
 400.5	0	17
 401.5	0	3
 402.5	0	9
 403.5	0	5
 404.5	0	9
 405.5	0	6
 406.5	0	8
 407.5	1	15
 408.5	0	14
 409.5	0	8
 410.5	0	4
 411.5	1	6
 412.5	0	6
 413.5	0	8.5
 414.5	0	9
 415.5	1	11.5
 416.5	0	6
 417.5	0	11
 418.5	1	7
 419.5	0	15
 420.5	0	11
 421.5	1	7
 422.5	0	11
 423.5	0	5
 424.5	0	6
 425.5	1	9
 426.5	0	9
 427.5	0	8.5
 428.5	0	11
 429.5	0	11
 430.5	0	5
 431.5	0	5
 432.5	0	5
 433.5	0	4
 434.5	0	4
 435.5	0	7
 436.5	0	1
 437.5	0	10
 438.5	0	1
 439.5	0	3
 440.5	0	5
 441.5	0	6
 442.5	0	4
 443.5	0	1.5
 444.5	0	7
 445.5	0	1
 446.5	0	9
 447.5	0	2
 448.5	1	25
 449.5	0	5
 450.5	0	1
 451.5	0	2
 452.5	0	3.5
 453.5	0	9
 454.5	0	9
 455.5	0	4
 456.5	0	9
 457.5	0	4
 458.5	0	3
 459.5	0	5
 460.5	0	3
 461.5	0	5
 462.5	0	1
 463.5	1	5
 464.5	0	1
 465.5	0	5
 466.5	0	4
 467.5	0	2
 468.5	0	2
 469.5	0	8
 470.5	0	4
 471.5	0	4
 472.5	1	1
 473.5	0	1
 474.5	0	1
 475.5	0	7
 476.5	0	2
 477.5	1	2
 478.5	0	1.5
 479.5	0	3
 480.5	0	4
 481.5	0	1
 482.5	0	3
 483.5	0	6
 484.5	0	1
 485.5	0	3
 486.5	0	3
 487.5	0	5
 488.5	0	4
 489.5	0	4
 490.5	0	3
 491.5	0	2
 492.5	0	3
 493.5	0	3
 494.5	1	3
 495.5	0	2
 496.5	0	6
 497.5	0	3
 498.5	0	3
 499.5	0	2
 500.5	1	3
 501.5	0	3
 502.5	0	4
 503.5	0	2
 504.5	0	2
 505.5	0	3
 506.5	0	4
 507.5	0	2
 508.5	0	5
 509.5	0	2
 510.5	0	5
 511.5	0	1
 512.5	0	3
 513.5	0	4
 514.5	0	2
 515.5	0	2
 516.5	0	2
 517.5	0	2
 518.5	0	2
 519.5	0	2
 520.5	0	3
 521.5	0	4
 522.5	0	2
 523.5	0	4
 524.5	0	1
 525.5	0	3
 526.5	0	3
 527.5	0	1
 528.5	0	4
 529.5	0	1
 530.5	1	2
 531.5	0	4
 532.5	0	2
 533.5	0	3
 534.5	0	5
 535.5	0	6
 536.5	0	7
 537.5	0	5
 538.5	0	4
 539.5	0	0
 540.5	0	3
 541.5	0	3
 542.5	0	5
 543.5	0	6
DB 0 MOTIF	POL006.1	BREu
-545.5	0	3.5
-544.5	0	1.5
-543.5	0	5
-542.5	2	3.5
-541.5	0	5
-540.5	0	2.5
-539.5	0	3
-538.5	0	3.5
-537.5	0	5.5
-536.5	1	4
-535.5	1	5.5
-534.5	0	6.5
-533.5	1	6.5
-532.5	0	3.5
-531.5	0	3
-530.5	0	4.5
-529.5	1	1
-528.5	0	3.5
-527.5	0	2
-526.5	0	6
-525.5	0	4
-524.5	0	5
-523.5	0	6
-522.5	0	5.5
-521.5	0	1
-520.5	0	7
-519.5	0	4.5
-518.5	0	7.5
-517.5	0	2.5
-516.5	0	5
-515.5	0	4
-514.5	0	5
-513.5	0	5
-512.5	0	4.5
-511.5	0	5.5
-510.5	0	5
-509.5	0	1.5
-508.5	0	3
